ID,achievement_satisfaction,irritation,hurry_to_finalize,self_doubt,rumination,emotional_repression,pessimism,disappointment_fretting,work_detachment,indecisiveness,easily_wound_up,loneliness,weather_mood,achievement_dissatisfaction,impatience,smoking,lack_confidence,unclear_thinking,rushed_work,poor_sleep,alcohol,relaxation_difficulty,poor_concentration,lack_exercise,noise_sensitivity,headaches,clammy_hands,criticism_sensitivity,panic_attacks,distrust,stomach_issues,people_pleasing,distractibility,easily_frightened,time_pressure,StressLevel
1261,C,C,D,B,C,B,D,C,C,A,A,C,B,A,B,A,C,A,C,C,A,D,C,A,B,D,C,C,B,C,D,A,C,A,D,Moderate
1262,B,C,C,B,D,B,A,C,D,C,B,B,B,C,B,A,B,B,C,D,D,B,B,C,C,B,B,D,B,B,D,C,D,C,C,Moderate
1263,B,B,C,D,B,C,C,B,C,C,C,D,B,B,C,A,D,D,C,C,B,B,B,B,A,A,C,C,B,B,B,C,D,D,B,Moderate
1264,B,B,C,A,B,D,C,B,D,B,B,C,A,D,D,D,C,C,C,B,B,C,C,C,B,B,D,D,C,B,D,B,C,A,D,Moderate
1265,C,C,C,A,D,B,C,C,B,C,B,B,B,C,C,D,D,D,B,B,B,C,B,B,A,D,B,B,B,C,C,B,D,C,B,Moderate
1266,B,A,C,C,C,B,C,B,C,B,B,A,D,C,A,C,C,C,B,B,D,C,C,C,B,B,A,D,B,D,A,B,D,C,C,Moderate
1267,B,B,B,B,C,B,B,B,C,B,C,B,C,B,C,B,B,A,A,C,C,C,C,C,D,C,B,C,D,C,C,C,B,B,D,Moderate
1268,C,D,C,D,C,A,C,B,B,C,B,C,C,B,D,B,C,C,B,B,C,B,C,B,D,C,C,C,B,D,C,C,D,C,C,Moderate
1269,B,A,A,D,C,C,C,D,B,C,A,D,C,B,C,B,C,C,B,B,D,A,C,B,C,C,D,C,C,D,B,C,C,B,C,Moderate
1270,B,B,B,B,D,B,C,D,C,B,B,D,C,A,D,B,C,B,B,B,D,C,C,C,B,D,D,B,B,C,B,C,B,A,C,Moderate
1271,B,C,C,B,C,B,D,C,D,B,C,B,A,B,C,C,A,A,C,C,C,B,C,C,C,D,B,B,B,D,B,D,D,C,D,Moderate
1272,B,B,D,B,B,C,D,A,D,C,C,B,B,C,B,B,C,B,C,B,B,D,B,C,C,B,B,B,C,B,D,C,C,D,B,Moderate
1273,B,D,D,B,C,C,D,A,A,B,C,C,B,B,A,A,C,A,B,C,C,C,B,C,D,B,B,D,D,B,C,A,D,C,B,Moderate
1274,D,B,D,B,B,D,B,D,B,B,C,C,B,B,B,D,C,D,C,D,A,D,B,C,C,D,B,C,D,D,C,C,B,B,B,Moderate
1275,B,C,C,B,C,C,B,B,B,C,C,B,B,B,C,B,D,B,A,D,B,B,C,C,B,B,B,C,B,B,C,B,C,B,A,Moderate
1276,C,C,C,B,C,B,C,B,B,C,A,C,A,B,C,C,D,A,B,D,C,C,D,C,D,B,C,B,B,C,C,B,C,B,B,Moderate
1277,D,D,C,C,C,B,A,B,B,C,B,B,C,B,B,C,A,C,C,B,C,D,C,B,B,C,C,C,B,B,C,C,A,C,C,Moderate
1278,A,B,A,B,B,B,B,C,D,C,B,D,B,B,B,B,B,C,D,D,C,D,C,C,C,C,C,C,A,C,C,B,C,B,C,Moderate
1279,D,D,B,B,B,C,B,B,B,A,C,B,B,D,B,A,B,D,A,C,C,A,B,A,B,C,B,C,B,A,C,C,D,B,B,Moderate
1280,B,A,A,C,D,A,D,B,B,C,C,D,B,D,C,D,A,A,B,C,C,D,B,B,A,B,C,C,B,C,C,B,C,C,B,Moderate
1281,C,B,B,C,B,C,B,C,A,C,C,D,D,D,B,B,C,C,B,D,C,C,B,D,B,A,C,A,B,C,C,A,A,C,B,Moderate
1282,D,B,D,A,B,C,C,D,C,B,C,B,B,A,A,B,C,C,C,B,C,B,B,B,B,C,A,C,D,D,C,C,D,C,C,Moderate
1283,B,B,C,A,A,B,B,D,D,A,B,C,C,A,C,C,C,B,B,B,B,C,D,B,D,B,B,D,C,B,B,C,D,C,C,Moderate
1284,B,B,A,B,C,D,B,C,B,B,C,C,A,B,D,B,D,C,B,C,B,D,D,B,C,B,D,A,C,C,B,A,D,D,B,Moderate
1285,C,B,B,B,D,B,C,B,C,B,C,C,B,B,C,B,B,C,D,A,B,D,C,B,B,C,C,C,D,C,B,C,B,B,B,Moderate
1286,C,B,A,C,B,C,C,B,D,B,A,C,C,A,B,C,D,B,B,B,C,B,B,C,B,C,B,C,D,D,D,B,C,D,B,Moderate
1287,D,A,D,D,C,D,B,C,D,B,C,B,C,D,B,B,A,B,D,B,C,C,C,C,B,A,C,C,B,D,B,B,C,B,B,Moderate
1288,B,C,C,C,C,A,B,C,C,B,A,B,B,A,C,B,B,C,D,D,B,B,D,B,B,C,B,C,D,B,C,B,B,D,B,Moderate
1289,A,B,D,C,B,C,B,B,C,C,D,B,A,B,C,A,B,B,B,D,B,B,C,D,A,C,A,B,B,D,B,B,C,B,B,Moderate
1290,C,C,B,C,C,B,D,B,B,B,C,C,D,B,C,C,A,A,B,B,C,B,C,B,C,C,B,D,C,C,D,B,A,B,C,Moderate
1291,B,B,B,C,B,D,D,D,C,A,C,D,C,C,C,C,B,C,B,C,A,B,C,B,B,C,B,B,B,B,B,C,C,C,B,Moderate
1292,D,B,C,B,C,C,B,B,C,C,B,C,B,C,B,B,B,C,B,B,B,B,B,C,A,A,B,B,C,C,B,B,B,B,C,Moderate
1293,C,A,D,C,D,A,D,B,B,B,C,A,A,B,B,C,B,B,D,C,C,C,C,B,B,B,B,C,D,D,B,B,B,C,B,Moderate
1294,B,B,D,C,B,B,B,D,B,D,A,B,C,A,B,C,B,B,B,B,D,C,B,C,D,D,B,B,B,C,C,C,A,B,D,Moderate
1295,A,D,C,B,B,B,D,B,B,C,B,C,C,B,B,D,C,B,D,B,C,A,D,B,B,C,C,C,B,D,C,C,C,C,C,Moderate
1296,C,B,B,B,B,C,B,B,D,C,D,B,C,C,B,B,C,C,C,C,B,C,B,D,A,B,B,B,B,A,C,B,C,D,A,Moderate
1297,C,D,B,C,D,A,B,B,B,C,B,C,B,B,D,D,D,A,D,A,B,B,B,B,C,C,A,C,B,B,B,B,B,C,B,Moderate
1298,B,D,B,B,B,C,C,D,B,C,C,C,D,B,D,C,C,C,C,C,C,B,C,C,B,D,C,A,B,B,B,C,C,C,B,Moderate
1299,C,D,C,C,D,C,C,C,B,B,B,C,C,C,C,C,C,D,A,B,C,C,C,D,B,C,D,B,A,C,C,C,B,B,C,Moderate
1300,C,B,C,B,A,A,C,B,C,B,B,C,B,D,B,D,D,C,C,C,C,C,B,C,B,A,B,D,A,C,D,B,B,C,B,Moderate
1301,B,B,D,C,C,B,B,A,B,B,C,B,B,B,A,D,C,A,C,B,B,C,B,B,A,D,C,B,C,C,B,A,B,B,D,Moderate
1302,C,B,B,A,C,C,B,B,D,C,C,B,D,C,B,B,C,B,B,B,C,B,C,A,C,C,C,B,D,C,C,D,D,C,A,Moderate
1303,B,D,C,C,B,C,B,A,C,B,B,C,C,C,C,C,B,D,C,B,B,C,D,D,B,C,D,C,B,B,C,B,B,C,A,Moderate
1304,D,C,D,B,B,B,A,B,D,B,C,B,C,C,C,B,C,D,C,C,D,B,B,C,B,B,C,D,B,C,B,C,B,B,C,Moderate
1305,C,B,A,B,A,C,C,C,A,C,A,C,C,C,B,D,B,B,C,C,C,B,C,D,B,C,B,C,B,C,D,B,B,B,C,Moderate
1306,B,B,C,D,C,B,D,B,B,B,D,C,D,B,B,C,B,D,B,B,A,B,C,B,D,A,D,C,C,D,B,D,C,C,B,Moderate
1307,C,B,C,C,B,A,B,D,B,A,C,D,C,D,D,B,B,B,D,B,B,B,D,D,C,B,C,D,C,C,B,D,D,B,C,Moderate
1308,C,C,C,C,D,C,B,C,D,A,B,A,C,C,C,C,C,B,B,A,D,B,C,B,B,D,D,C,A,B,C,D,C,B,C,Moderate
1309,D,B,A,C,C,A,B,C,C,C,B,D,C,C,B,D,B,A,D,A,C,C,C,C,B,A,B,B,C,C,B,B,B,B,B,Moderate
1310,A,C,C,B,C,C,B,B,A,B,B,B,B,B,B,A,C,B,C,C,C,B,D,C,B,C,B,B,B,B,B,B,A,C,B,Moderate
1311,B,C,B,A,B,C,B,C,C,C,C,C,B,C,C,B,A,C,C,A,B,C,B,C,B,B,D,D,B,B,B,D,D,A,D,Moderate
1312,C,C,C,B,C,C,B,B,B,B,B,D,B,C,C,C,C,C,B,B,D,C,B,B,C,C,B,C,C,D,C,D,C,B,C,Moderate
1313,B,A,C,D,B,D,A,D,B,D,B,A,C,C,C,A,C,B,D,C,C,B,C,C,B,B,B,C,D,C,C,D,C,B,C,Moderate
1314,D,A,A,B,B,C,C,B,B,B,C,B,C,B,D,C,A,C,B,B,C,C,C,C,C,C,B,B,B,C,A,C,B,C,D,Moderate
1315,A,C,D,B,C,C,C,A,D,C,B,D,B,A,C,A,C,D,C,B,C,D,C,D,D,B,C,D,C,C,C,C,B,B,B,Moderate
1316,C,C,C,C,B,C,D,A,C,C,C,D,B,B,D,B,B,B,D,D,D,D,C,B,D,B,C,C,B,C,B,C,B,C,C,Moderate
1317,C,A,B,A,B,C,B,D,B,C,C,C,C,B,B,D,C,C,C,A,C,B,C,B,C,B,D,B,B,C,B,A,C,C,C,Moderate
1318,D,C,B,B,C,D,B,A,D,C,B,B,A,B,A,C,B,B,B,D,B,C,B,C,C,C,C,D,B,C,D,D,D,B,B,Moderate
1319,C,C,C,B,D,D,D,B,A,B,B,A,C,B,B,B,C,C,C,D,C,B,B,C,C,B,D,D,C,B,B,C,C,B,A,Moderate
1320,B,B,C,C,B,C,B,B,B,C,C,B,B,B,B,C,C,B,A,C,B,B,B,C,A,A,D,B,B,A,C,B,B,B,C,Moderate
1321,C,D,B,B,A,C,B,D,C,C,C,C,C,C,A,C,A,A,B,D,D,C,C,B,B,A,C,A,B,D,D,B,B,B,B,Moderate
1322,D,B,D,D,B,C,D,B,C,A,D,B,B,B,B,C,B,D,B,B,B,A,D,C,B,A,D,B,B,C,C,C,A,D,D,Moderate
1323,C,B,D,A,C,C,B,B,B,B,C,D,C,C,B,C,C,C,B,B,D,B,A,C,B,B,C,C,B,B,B,B,D,B,B,Moderate
1324,B,C,B,A,B,C,A,D,B,C,D,B,B,B,B,C,C,D,C,B,C,D,B,D,D,B,A,B,B,B,D,B,C,B,B,Moderate
1325,C,C,B,D,D,B,B,B,B,B,B,B,A,C,A,B,D,C,B,C,B,C,B,B,B,C,C,B,C,B,D,B,C,B,B,Moderate
1326,A,C,B,B,C,C,B,B,B,C,C,C,B,B,C,C,C,C,B,A,A,A,C,B,A,C,B,D,D,D,D,C,C,C,B,Moderate
1327,C,C,C,C,C,B,B,C,B,D,B,D,C,B,B,C,B,C,A,D,B,C,B,A,B,B,B,B,C,B,B,A,B,B,B,Moderate
1328,A,B,B,B,B,B,A,B,B,D,B,D,D,A,B,C,B,C,B,D,C,C,A,D,B,B,C,C,C,C,B,B,B,B,C,Moderate
1329,B,C,B,D,B,A,B,C,C,B,B,D,B,C,C,B,B,B,D,B,D,C,B,A,B,A,B,C,C,D,B,B,B,B,C,Moderate
1330,B,C,B,A,B,A,C,B,A,A,D,C,A,C,B,B,D,B,C,A,C,D,B,D,C,B,B,D,B,A,C,B,B,D,B,Moderate
1331,D,B,B,B,B,B,B,C,C,C,C,D,C,B,C,C,B,D,B,C,C,B,C,B,A,B,C,B,C,C,C,D,C,B,D,Moderate
1332,B,C,B,C,B,C,C,B,C,C,C,D,C,C,A,C,B,B,A,D,C,B,B,D,C,B,C,A,B,B,C,B,B,C,D,Moderate
1333,C,C,B,D,C,B,B,B,B,A,C,B,C,C,D,B,C,B,C,B,B,C,B,C,C,B,C,D,A,B,D,B,B,C,B,Moderate
1334,B,B,B,C,C,A,A,B,C,B,C,B,D,B,B,B,C,B,B,D,C,A,B,C,C,C,B,D,A,B,C,B,D,B,C,Moderate
1335,C,B,C,C,C,C,B,C,C,B,B,A,D,D,D,C,B,B,B,B,C,B,D,A,A,B,B,D,B,A,C,B,C,B,D,Moderate
1336,B,D,B,B,B,B,B,D,D,C,B,D,C,D,A,C,B,C,C,C,A,C,C,B,B,B,B,D,A,B,C,B,B,C,B,Moderate
1337,C,B,C,B,C,A,C,C,B,B,B,B,A,B,B,B,B,A,B,C,B,C,A,D,C,C,C,A,C,C,B,C,B,A,B,Moderate
1338,B,B,C,B,B,D,B,C,A,B,B,B,C,B,C,A,C,C,B,B,A,B,C,B,D,D,D,C,C,B,B,A,B,D,C,Moderate
1339,B,B,B,D,C,B,B,B,D,D,C,C,C,C,B,C,B,D,B,C,C,D,C,B,A,C,C,B,B,B,A,B,C,C,D,Moderate
1340,D,A,C,B,C,B,B,B,C,D,B,B,D,C,C,D,C,C,B,D,C,D,B,B,D,C,B,C,B,C,B,B,B,B,D,Moderate
1341,D,B,B,B,B,D,A,B,A,B,B,B,C,D,C,B,D,B,C,C,B,A,B,B,B,D,B,B,A,C,D,B,D,D,C,Moderate
1342,C,C,B,B,B,C,C,C,B,C,B,B,B,C,B,A,C,B,C,D,D,D,B,B,C,C,B,B,D,C,D,B,C,D,C,Moderate
1343,D,C,C,B,B,C,B,C,C,C,B,C,C,D,A,C,B,B,A,B,B,B,D,B,A,B,B,D,B,A,C,B,B,B,B,Moderate
1344,B,B,B,D,A,B,C,B,B,B,B,B,B,B,C,C,D,C,B,D,C,C,A,A,B,C,D,D,C,B,D,B,B,B,A,Moderate
1345,C,C,C,C,C,C,B,B,B,C,B,B,A,B,C,C,A,B,B,B,B,B,D,D,C,D,C,B,C,D,D,C,A,D,C,Moderate
1346,B,B,B,C,B,B,B,B,C,C,C,B,B,C,C,C,B,C,B,C,A,A,B,B,B,B,B,C,B,B,D,B,B,C,B,Moderate
1347,B,D,A,B,C,C,C,C,C,B,D,B,C,B,A,B,B,B,B,C,C,D,C,A,C,B,C,B,D,B,C,C,D,C,B,Moderate
1348,B,C,C,D,C,D,A,C,C,C,A,B,D,B,D,B,B,C,B,D,B,B,D,D,D,B,B,A,B,C,C,B,C,C,C,Moderate
1349,C,C,B,D,C,B,B,B,B,B,B,C,C,C,A,B,B,C,B,C,C,C,B,C,B,B,A,A,C,C,A,B,B,D,B,Moderate
1350,B,D,C,C,B,B,B,D,B,C,B,B,C,C,B,C,C,B,B,C,C,A,C,C,B,C,B,A,C,A,B,D,D,B,A,Moderate
1351,C,C,B,B,C,B,A,B,B,B,C,B,C,C,C,B,C,B,C,D,B,B,C,C,C,C,C,B,A,A,B,C,C,B,D,Moderate
1352,D,B,D,C,B,D,C,D,B,B,C,B,C,C,C,A,C,C,B,B,D,D,D,D,D,B,B,B,D,A,B,B,D,D,C,Moderate
1353,C,C,B,C,B,C,B,C,C,A,A,B,A,C,C,C,D,B,B,D,B,B,B,C,A,C,B,B,B,C,B,C,B,B,C,Moderate
1354,D,B,C,B,D,B,C,B,B,C,C,C,A,D,B,B,D,D,C,B,C,C,B,C,D,C,B,C,C,C,A,C,A,B,B,Moderate
1355,B,B,B,B,C,B,C,B,A,C,A,D,A,B,B,B,B,B,C,B,C,B,A,C,C,C,D,B,D,C,B,B,A,D,B,Moderate
1356,C,B,B,C,D,B,D,C,C,B,B,C,C,C,C,B,B,C,C,B,C,C,B,C,D,B,B,C,A,B,D,B,C,D,B,Moderate
1357,C,C,D,C,D,B,B,B,C,B,B,A,C,B,B,B,B,C,B,C,C,C,A,B,B,B,A,B,B,C,C,C,D,A,B,Moderate
1358,C,C,C,D,C,B,A,B,C,B,B,A,B,D,B,B,B,A,A,B,B,B,B,B,C,B,D,A,C,C,B,B,B,C,B,Moderate
1359,C,D,C,C,D,B,B,D,A,A,D,B,A,D,B,C,C,C,C,B,B,B,B,B,B,B,C,C,B,B,C,D,C,B,A,Moderate
1360,C,B,C,B,C,D,B,C,C,A,B,A,B,A,C,B,A,B,B,C,B,C,C,B,B,C,B,D,B,B,A,D,C,C,B,Moderate
1361,C,A,D,C,B,C,B,B,B,B,C,C,D,C,A,B,B,B,C,B,A,A,D,D,C,C,C,B,C,B,B,B,B,B,C,Moderate
1362,B,C,B,C,D,C,C,C,C,B,C,B,D,D,C,B,A,C,B,D,B,D,B,D,B,D,C,C,A,B,C,B,C,C,D,Moderate
1363,B,A,B,B,C,B,C,B,B,D,D,C,B,B,D,B,C,B,B,C,B,D,B,B,C,C,C,C,D,C,B,A,B,B,C,Moderate
1364,B,C,C,B,C,A,C,D,C,C,B,B,A,D,B,C,C,A,C,D,B,C,A,C,B,B,B,B,C,D,B,C,A,C,D,Moderate
1365,C,B,B,C,D,C,C,B,A,B,A,B,B,B,C,A,B,B,A,C,C,D,D,B,B,A,B,C,C,B,C,A,A,A,C,Moderate
1366,B,B,C,C,C,B,B,C,C,C,B,B,C,D,C,B,B,C,C,C,A,C,C,C,C,B,A,D,C,C,B,D,B,B,C,Moderate
1367,C,D,C,C,B,B,C,B,C,A,D,B,C,C,C,B,B,C,C,B,C,C,B,A,D,B,C,A,C,C,A,B,D,A,D,Moderate
1368,B,D,C,B,C,B,C,A,B,B,C,C,D,B,C,B,A,B,B,C,C,B,B,B,B,C,B,D,B,C,B,C,C,B,B,Moderate
1369,D,B,C,B,C,B,A,A,C,B,C,C,B,B,B,D,C,B,B,B,B,B,B,B,C,A,B,B,C,B,A,A,D,D,C,Moderate
1370,C,D,B,A,D,C,C,D,C,C,C,C,D,A,D,D,A,B,C,C,D,A,C,B,A,B,C,B,B,C,C,C,B,C,D,Moderate
1371,B,C,B,B,B,C,D,B,D,D,B,B,C,B,D,C,D,A,C,B,D,C,C,B,B,D,C,B,D,B,B,C,B,C,C,Moderate
1372,C,A,B,B,C,C,B,B,D,B,A,B,B,B,C,C,C,D,B,C,A,B,D,D,C,D,C,D,C,B,C,D,B,D,B,Moderate
1373,B,B,C,C,D,B,C,A,B,D,A,B,C,B,D,D,B,B,C,D,B,B,D,D,D,B,B,D,C,C,B,D,A,C,B,Moderate
1374,B,B,D,B,B,C,C,B,C,A,C,C,D,D,D,C,C,C,C,B,B,C,A,C,D,C,B,C,C,B,C,C,B,C,B,Moderate
1375,B,C,B,B,B,B,C,B,C,D,C,D,D,B,B,B,D,B,C,C,B,C,B,B,C,A,B,B,C,A,B,B,C,A,C,Moderate
1376,C,B,C,B,B,B,C,D,D,B,B,D,B,B,C,B,B,D,B,B,B,B,B,B,B,B,C,C,C,C,C,B,C,D,C,Moderate
1377,C,D,C,D,C,D,B,A,C,A,A,C,D,B,B,B,B,C,C,C,C,A,B,C,D,C,B,D,C,B,D,B,B,B,B,Moderate
1378,B,B,B,C,A,B,C,C,D,A,B,B,C,D,B,C,B,C,C,B,B,D,D,B,C,B,B,C,B,C,C,A,C,C,A,Moderate
1379,C,B,C,B,A,B,A,C,B,A,B,C,B,C,B,D,C,A,C,C,D,B,D,B,B,C,B,D,C,B,D,D,A,A,B,Moderate
1380,B,D,B,B,C,A,D,C,B,A,C,B,D,D,B,B,C,D,B,A,C,B,B,C,C,C,C,C,C,C,C,D,C,B,B,Moderate
1381,C,B,B,B,B,B,C,D,B,C,B,B,A,B,D,C,C,C,B,D,C,C,C,B,C,A,C,B,C,B,C,D,C,B,B,Moderate
1382,B,C,B,D,B,C,B,B,B,C,B,B,B,B,D,C,B,B,A,B,C,B,B,B,B,B,D,D,C,C,C,C,C,A,B,Moderate
1383,C,B,B,B,B,A,B,B,B,A,C,C,A,C,C,C,C,B,C,B,C,D,B,B,C,B,C,C,C,D,B,B,B,D,B,Moderate
1384,D,B,C,D,C,C,C,B,B,C,C,B,C,C,D,C,C,C,B,C,B,B,C,B,C,B,B,B,B,C,B,B,C,B,C,Moderate
1385,C,C,B,B,C,D,C,A,B,B,B,C,B,D,C,B,D,B,B,B,D,B,D,B,C,A,B,B,A,D,C,B,D,D,B,Moderate
1386,B,B,B,B,C,C,B,B,B,C,B,C,C,B,A,D,D,C,C,B,C,B,C,B,D,B,D,C,D,A,C,C,D,B,D,Moderate
1387,A,B,B,B,B,D,C,B,D,C,B,A,B,C,B,D,B,B,B,B,C,C,B,C,C,C,C,B,B,C,D,C,B,B,B,Moderate
1388,C,B,B,B,A,C,B,B,B,C,C,D,C,B,A,B,D,C,B,A,D,B,B,B,D,D,C,C,D,B,B,C,B,D,C,Moderate
1389,D,B,C,C,A,A,B,C,B,D,B,A,D,C,D,C,A,B,B,B,C,A,B,C,C,B,C,B,B,B,B,D,B,B,C,Moderate
1390,B,A,C,C,B,C,B,A,B,B,B,B,B,B,B,D,B,A,B,C,D,B,C,A,D,A,C,C,B,C,B,D,B,C,D,Moderate
1391,C,A,B,B,A,B,A,C,C,C,D,C,C,D,B,B,D,B,B,D,B,C,C,B,C,B,A,A,B,D,A,C,C,C,B,Moderate
1392,C,A,C,C,B,B,C,D,C,B,B,B,C,C,C,A,B,B,C,B,D,C,B,B,B,C,D,C,A,B,B,C,B,B,C,Moderate
1393,B,B,B,B,B,B,C,B,B,A,B,B,A,C,C,D,B,A,D,D,B,B,B,B,B,B,C,B,B,C,B,B,C,B,D,Moderate
1394,C,A,D,C,B,B,C,B,C,C,B,B,C,B,B,C,B,B,B,B,B,C,B,B,C,B,D,D,C,C,B,D,C,B,C,Moderate
1395,B,A,C,C,C,A,D,B,D,D,B,C,D,C,A,A,D,B,C,B,C,B,C,C,C,C,B,A,C,A,D,D,B,A,D,Moderate
1396,D,D,D,A,A,B,A,B,D,C,D,B,C,D,A,A,B,C,A,C,C,B,B,D,C,D,C,C,B,B,C,B,C,C,B,Moderate
1397,D,C,A,B,C,C,A,C,D,B,D,B,B,C,C,C,B,C,B,C,C,B,C,B,B,C,D,A,B,B,C,D,C,B,A,Moderate
1398,B,A,A,C,B,C,B,B,A,A,C,B,C,A,C,B,C,B,B,B,B,C,B,C,C,C,C,B,B,B,B,C,D,C,C,Moderate
1399,C,B,B,C,B,B,A,B,A,A,B,D,C,B,B,B,B,B,C,B,C,B,C,B,C,D,D,C,A,D,B,D,B,D,C,Moderate
1400,C,C,D,C,C,B,B,C,B,C,B,B,A,D,A,B,D,B,C,B,C,C,B,C,B,D,B,B,B,C,C,C,C,D,B,Moderate
1401,C,B,D,A,B,C,B,B,B,A,B,D,B,B,D,B,B,A,C,A,C,C,B,B,A,D,A,D,D,B,A,C,D,C,B,Moderate
1402,C,D,C,B,D,C,C,D,D,B,B,B,B,B,D,D,B,D,B,D,C,A,C,C,B,B,C,A,D,D,C,C,A,A,B,Moderate
1403,C,B,A,A,B,C,C,C,B,B,B,B,C,C,C,D,C,B,D,B,B,B,A,D,B,C,A,B,C,C,D,C,B,C,B,Moderate
1404,A,C,B,A,C,D,D,B,B,B,D,A,C,C,D,C,D,C,B,A,B,B,D,C,B,C,B,C,B,B,C,B,A,B,C,Moderate
1405,C,B,B,C,B,B,D,D,D,C,D,C,C,B,D,B,C,C,C,D,D,C,C,B,B,D,A,B,C,D,B,D,B,C,C,Moderate
1406,C,C,B,D,B,A,A,B,A,B,B,C,C,C,C,D,B,D,B,D,C,D,C,C,B,D,B,C,C,D,B,B,B,C,B,Moderate
1407,C,C,C,C,B,D,B,C,C,B,A,D,C,D,B,A,B,D,C,A,A,B,B,D,C,B,B,B,B,C,D,C,B,D,B,Moderate
1408,B,C,C,C,B,C,D,C,C,B,B,B,A,C,C,B,C,B,B,C,C,C,B,C,A,C,A,A,B,C,C,B,C,C,C,Moderate
1409,B,C,B,C,B,D,C,C,B,B,B,C,B,B,C,B,C,D,B,C,B,C,B,B,B,C,C,B,B,C,B,C,C,B,B,Moderate
1410,B,C,B,B,D,D,C,C,C,C,C,A,D,B,C,B,B,D,B,C,B,B,B,D,C,C,A,D,D,B,C,C,B,B,B,Moderate
1411,B,A,B,C,C,C,C,C,B,A,A,D,D,A,B,C,C,C,A,C,A,B,B,B,A,C,B,C,B,B,B,B,D,C,B,Moderate
1412,B,B,D,B,C,B,B,C,C,C,B,B,B,A,C,D,D,B,B,C,D,B,D,D,D,D,C,B,C,C,C,C,A,C,C,Moderate
1413,B,D,A,C,C,B,B,B,A,C,A,A,C,B,B,C,B,B,A,C,B,B,C,A,D,C,C,C,B,D,D,B,D,D,A,Moderate
1414,C,C,C,B,C,D,C,C,B,A,C,B,D,C,C,B,A,B,D,B,D,A,B,D,D,C,C,C,C,A,B,C,D,D,A,Moderate
1415,B,C,D,B,B,C,B,D,B,C,B,A,B,D,B,B,D,D,B,C,C,B,A,B,B,C,D,B,C,D,B,B,A,B,B,Moderate
1416,C,B,C,C,C,C,B,B,B,B,C,B,B,D,D,B,C,B,B,C,B,C,B,C,B,C,B,C,C,C,B,B,C,D,C,Moderate
1417,B,A,C,B,D,C,B,C,B,C,B,D,D,C,D,B,B,D,C,B,C,A,A,C,B,B,B,D,D,C,B,B,C,C,C,Moderate
1418,B,B,B,C,B,B,B,C,A,D,B,B,A,C,C,D,C,B,B,C,C,D,B,A,A,B,D,B,A,B,B,B,D,B,C,Moderate
1419,D,C,B,C,A,C,B,B,C,C,B,B,D,C,C,C,D,C,A,D,C,B,C,B,A,C,C,C,B,B,D,B,C,C,C,Moderate
1420,A,C,C,A,C,B,C,C,C,C,C,C,D,D,C,D,A,C,C,B,C,C,B,C,D,C,C,B,D,D,B,C,C,D,C,Moderate
1421,C,C,B,C,B,B,B,C,D,C,A,B,C,B,C,B,C,B,B,B,B,C,B,C,C,C,B,B,C,B,C,C,B,B,B,Moderate
1422,D,C,B,C,B,D,D,B,C,B,C,C,C,B,D,B,B,C,C,B,A,B,D,C,C,B,D,A,A,A,C,B,B,C,D,Moderate
1423,A,D,B,C,B,B,D,C,B,B,B,C,C,B,B,C,D,B,C,D,D,D,A,C,C,B,B,C,A,A,C,C,C,C,B,Moderate
1424,B,B,B,B,A,A,C,B,D,B,C,B,C,C,C,C,B,A,B,B,D,B,D,A,C,C,C,C,B,B,D,C,C,B,C,Moderate
1425,C,C,B,C,B,D,B,C,C,B,B,B,B,C,C,B,C,D,D,C,D,B,C,B,B,C,C,D,B,A,D,B,C,C,C,Moderate
1426,B,B,D,D,B,B,B,C,C,B,D,D,B,B,C,B,A,B,B,B,B,A,C,C,B,B,B,C,B,B,B,D,D,D,D,Moderate
1427,C,C,B,B,A,C,B,B,B,B,C,C,C,C,B,B,B,C,D,C,A,C,B,C,B,D,B,B,C,C,C,C,B,B,D,Moderate
1428,B,B,C,B,D,C,B,B,D,C,B,C,B,B,B,B,C,D,C,B,B,D,B,B,C,B,C,A,D,B,B,B,B,B,B,Moderate
1429,B,D,C,B,D,D,B,C,B,C,C,D,D,B,B,A,B,C,B,D,B,B,B,A,B,D,D,D,B,B,B,D,A,B,B,Moderate
1430,B,D,C,B,D,B,C,B,C,B,B,C,B,C,C,D,C,B,B,B,B,B,C,C,C,B,A,C,B,D,B,A,B,D,C,Moderate
1431,B,C,C,B,C,B,A,C,B,A,D,B,B,B,B,D,D,D,C,C,D,A,D,B,C,B,C,B,B,C,A,B,C,B,C,Moderate
1432,D,A,C,C,C,B,C,B,A,B,C,A,C,B,B,C,C,C,D,B,C,C,B,B,D,B,C,C,B,C,B,C,B,B,B,Moderate
1433,C,B,C,C,A,A,B,C,B,C,D,B,B,C,C,B,B,C,B,A,D,C,A,A,B,A,C,D,A,B,A,B,C,B,B,Moderate
1434,B,C,C,B,C,D,B,D,C,B,B,C,D,B,A,B,B,D,C,C,C,C,A,B,B,A,A,B,C,B,B,B,B,A,B,Moderate
1435,A,D,B,C,B,C,B,C,B,C,C,B,B,C,A,B,C,C,C,C,C,D,C,B,C,B,B,C,B,D,C,B,B,B,D,Moderate
1436,D,B,B,C,D,D,C,B,D,B,C,C,C,C,B,C,D,B,C,C,D,C,C,C,B,B,B,B,B,B,A,B,B,B,C,Moderate
