ID,achievement_satisfaction,irritation,hurry_to_finalize,self_doubt,rumination,emotional_repression,pessimism,disappointment_fretting,work_detachment,indecisiveness,easily_wound_up,loneliness,weather_mood,achievement_dissatisfaction,impatience,smoking,lack_confidence,unclear_thinking,rushed_work,poor_sleep,alcohol,relaxation_difficulty,poor_concentration,lack_exercise,noise_sensitivity,headaches,clammy_hands,criticism_sensitivity,panic_attacks,distrust,stomach_issues,people_pleasing,distractibility,easily_frightened,time_pressure,StressLevel
1310,B,B,D,B,B,B,B,C,B,B,C,C,C,B,C,C,D,C,C,A,D,D,B,C,B,B,B,C,B,B,A,B,D,B,B,Moderate
1311,C,B,C,C,A,D,D,B,B,B,B,B,C,B,B,A,A,D,B,C,B,B,B,C,A,B,B,B,C,C,C,B,D,D,C,Moderate
1312,C,C,B,C,B,C,C,C,B,C,D,B,B,B,C,C,B,C,B,A,C,B,B,B,C,C,C,C,B,C,C,B,D,C,B,Moderate
1313,B,B,C,B,C,B,B,C,C,C,C,B,B,C,B,B,B,B,C,C,C,C,C,C,A,A,B,C,C,B,C,B,D,B,A,Moderate
1314,B,B,C,C,C,B,B,C,C,B,C,B,B,B,B,D,C,B,C,B,C,C,B,B,B,C,B,A,B,B,C,C,A,B,A,Moderate
1315,C,C,B,C,B,C,D,C,B,B,A,B,B,D,C,B,B,B,C,C,A,C,C,C,C,C,C,C,B,D,C,C,B,C,C,Moderate
1316,B,A,B,B,C,B,B,B,B,D,B,D,A,C,D,C,D,B,C,C,C,B,C,B,B,D,A,A,A,B,D,B,A,B,C,Moderate
1317,C,B,B,A,B,B,C,D,B,B,B,C,B,B,B,D,B,B,B,C,C,C,C,B,C,B,C,C,C,B,B,D,B,B,B,Moderate
1318,C,D,B,B,B,C,C,B,C,C,C,D,B,C,D,B,C,C,C,D,C,A,C,C,B,D,C,D,C,C,B,C,B,C,B,Moderate
1319,B,B,B,D,D,B,C,A,B,D,C,B,C,C,B,B,B,B,C,C,B,A,B,B,B,D,B,C,C,D,B,D,D,B,C,Moderate
1320,B,D,C,A,B,C,B,D,D,D,C,B,B,D,B,B,D,B,A,D,B,B,C,B,C,D,C,B,B,B,B,A,C,B,B,Moderate
1321,B,B,C,C,B,B,B,B,B,B,B,C,B,A,B,C,B,C,B,B,A,C,D,B,D,A,B,B,C,C,C,D,B,C,C,Moderate
1322,D,B,B,C,C,B,B,B,C,A,A,C,C,C,C,B,C,C,D,D,B,B,B,B,C,B,B,B,B,B,B,B,C,C,C,Moderate
1323,B,C,B,A,B,B,B,C,A,B,D,B,B,C,D,B,C,C,C,B,D,C,D,B,A,D,A,B,B,A,A,A,B,C,C,Moderate
1324,D,A,A,B,C,B,C,B,A,C,B,A,C,B,C,A,B,D,C,B,C,B,C,D,D,B,C,D,C,D,C,C,D,B,A,Moderate
1325,D,B,A,B,D,C,C,C,D,C,C,D,B,C,C,D,C,B,B,B,B,C,B,C,A,A,D,D,D,D,D,B,C,D,C,Moderate
1326,B,C,B,A,C,A,C,B,B,D,D,C,B,C,D,A,A,D,C,B,C,C,C,B,C,C,B,B,B,B,B,B,B,B,B,Moderate
1327,D,D,D,B,B,A,B,C,B,C,C,D,C,C,C,C,A,C,A,A,D,A,A,D,C,C,B,D,D,B,C,C,B,A,D,Moderate
1328,C,B,B,B,C,B,A,C,B,A,D,C,B,D,C,D,D,C,C,B,B,C,C,A,C,C,B,C,B,B,A,B,D,D,B,Moderate
1329,D,B,B,C,C,B,C,D,C,A,B,B,B,B,B,C,B,D,B,B,B,D,C,B,B,D,A,B,C,B,C,B,B,C,B,Moderate
1330,C,B,A,C,C,C,A,B,B,C,C,C,D,C,C,B,D,C,A,B,C,C,C,D,C,B,D,B,B,B,A,A,C,B,B,Moderate
1331,B,A,B,C,C,C,B,B,C,B,B,B,D,C,D,B,B,C,D,B,B,B,C,C,C,B,D,C,B,C,C,C,C,C,B,Moderate
1332,D,B,C,C,C,C,D,B,B,C,B,C,B,B,B,C,D,B,D,B,B,B,B,B,B,B,C,B,B,C,C,B,A,C,B,Moderate
1333,C,B,A,A,B,B,B,C,D,B,C,C,C,B,B,C,C,B,D,C,C,C,C,C,B,B,D,D,C,C,D,B,C,C,C,Moderate
1334,B,B,C,B,A,C,D,C,D,B,A,C,C,B,D,B,D,B,D,B,B,B,B,B,C,D,B,C,A,D,C,A,C,C,B,Moderate
1335,C,B,B,B,B,D,B,B,A,C,A,B,D,A,B,D,C,C,B,C,C,A,D,D,B,B,D,D,D,B,D,D,B,C,C,Moderate
1336,C,B,B,C,C,D,B,D,C,B,C,C,B,B,B,A,B,C,B,C,A,C,B,C,B,B,C,D,C,C,B,D,A,B,B,Moderate
1337,A,A,C,D,A,C,D,C,B,A,C,C,C,B,A,A,B,A,C,A,C,C,D,A,B,A,B,B,B,B,A,D,D,D,B,Moderate
1338,C,B,C,C,C,B,B,D,D,D,B,B,B,B,B,D,B,B,C,C,C,B,D,C,B,B,B,C,B,D,B,C,D,A,B,Moderate
1339,C,B,A,B,D,C,C,B,B,C,B,D,B,C,D,B,B,D,C,B,B,A,D,C,A,B,B,B,C,C,B,C,D,C,B,Moderate
1340,A,C,B,D,B,B,B,B,C,A,D,B,D,C,B,A,C,A,C,B,D,B,B,B,A,C,D,B,B,C,B,C,D,B,B,Moderate
1341,C,B,A,A,C,B,B,C,B,B,A,C,C,C,C,C,B,A,D,C,B,B,B,D,C,B,C,C,B,B,D,C,D,B,B,Moderate
1342,B,C,C,B,B,D,B,C,B,B,C,C,B,B,B,C,D,C,C,B,B,B,C,D,C,C,B,C,B,B,B,C,B,B,C,Moderate
1343,A,C,C,B,C,C,B,C,B,C,D,C,B,C,D,C,D,B,B,D,A,C,B,B,B,B,C,C,B,B,C,B,D,B,B,Moderate
1344,B,C,C,B,D,C,D,D,B,C,B,B,B,B,C,B,C,C,C,D,B,D,B,C,C,B,B,C,C,C,B,B,D,A,D,Moderate
1345,C,B,D,B,C,B,D,C,C,B,C,B,C,C,C,C,D,C,B,B,A,C,B,B,A,D,C,B,B,B,C,B,B,D,D,Moderate
1346,C,B,C,B,B,B,B,B,C,D,A,C,C,B,B,C,C,D,C,B,D,A,C,C,C,B,D,C,A,D,C,D,B,C,B,Moderate
1347,D,C,C,C,D,B,C,C,B,C,C,B,B,B,B,C,C,B,C,B,B,C,C,D,A,C,C,A,B,C,D,D,B,B,C,Moderate
1348,A,A,A,C,B,C,B,B,B,D,B,A,D,D,B,A,B,D,C,C,C,B,B,D,B,B,B,B,B,C,C,C,B,B,B,Moderate
1349,C,B,C,D,B,C,B,B,B,B,C,B,C,B,B,C,C,D,B,D,C,A,D,B,B,C,C,C,C,C,C,C,A,C,D,Moderate
1350,B,C,C,A,B,B,B,B,C,C,A,C,C,B,D,B,B,C,C,C,B,B,C,C,B,C,C,B,D,B,C,B,D,C,B,Moderate
1351,B,A,B,C,A,C,B,D,B,C,C,B,B,A,C,D,B,B,C,B,D,D,D,C,D,C,D,C,B,D,C,C,B,C,B,Moderate
1352,C,B,C,B,B,B,C,A,C,B,B,A,B,B,D,B,A,C,C,B,B,A,B,C,D,B,B,B,B,D,A,B,C,C,C,Moderate
1353,B,B,D,C,C,B,D,B,B,D,D,B,C,C,C,B,C,C,B,C,C,C,B,D,B,C,B,C,D,B,D,B,B,B,A,Moderate
1354,D,C,A,C,C,B,B,C,C,B,B,B,B,A,D,B,D,B,C,C,C,B,D,C,C,B,B,C,C,A,C,C,B,C,D,Moderate
1355,B,B,B,D,C,C,D,D,B,B,C,C,B,B,C,C,D,B,A,C,C,C,C,B,B,C,B,B,B,B,B,B,C,B,B,Moderate
1356,C,B,C,B,C,C,A,D,B,C,B,B,A,C,C,D,B,C,B,C,C,D,C,B,C,A,C,B,D,B,C,B,C,A,C,Moderate
1357,B,B,C,D,C,B,B,C,D,C,C,C,C,D,B,D,D,C,D,B,C,C,C,B,C,B,B,B,C,C,C,B,B,D,B,Moderate
1358,B,A,B,B,B,B,C,A,B,B,B,B,A,D,B,B,B,B,C,B,C,B,A,B,A,B,C,B,C,A,B,A,C,C,B,Moderate
1359,C,B,A,D,B,A,D,C,A,C,B,B,B,C,A,B,B,D,B,C,B,B,B,B,D,C,B,D,D,B,C,C,C,B,C,Moderate
1360,C,B,C,C,D,C,B,B,B,C,D,D,C,B,B,C,B,C,D,C,B,C,B,C,A,C,C,C,C,D,D,C,B,B,B,Moderate
1361,C,A,C,B,C,D,B,B,B,A,A,A,B,D,D,C,A,A,B,D,C,A,A,B,D,B,B,C,B,C,B,A,B,B,C,Moderate
1362,B,A,B,A,C,C,A,C,A,D,B,B,B,B,B,C,B,C,C,B,B,B,B,B,C,C,A,D,B,A,C,B,A,C,C,Moderate
1363,C,B,C,B,D,C,B,B,B,B,D,B,B,C,C,C,B,B,C,B,B,B,C,C,C,C,D,C,C,C,B,B,D,A,C,Moderate
1364,B,C,B,B,A,A,B,B,B,C,B,B,C,B,C,B,C,B,B,B,B,C,A,C,D,B,C,B,C,C,B,D,C,B,A,Moderate
1365,C,C,C,C,B,D,D,C,B,C,C,B,C,C,B,D,C,D,C,B,B,B,B,C,B,D,B,C,C,B,C,B,C,C,C,Moderate
1366,B,C,B,C,C,C,A,A,B,B,C,C,B,A,C,B,B,C,C,B,D,B,A,B,B,B,B,D,D,C,A,D,C,D,D,Moderate
1367,A,A,D,C,D,B,D,C,B,B,D,A,D,B,B,C,C,C,D,B,B,B,B,B,C,C,C,A,C,B,B,D,A,D,B,Moderate
1368,B,C,C,C,C,D,D,C,C,B,B,C,D,D,C,C,C,D,C,B,C,B,B,A,B,B,C,B,B,C,D,B,B,D,D,Moderate
1369,C,A,B,B,C,D,C,A,B,A,D,B,B,B,C,B,A,A,B,A,B,B,B,C,D,B,C,B,B,C,A,C,C,D,C,Moderate
1370,C,D,B,C,B,A,A,B,A,A,D,A,B,A,C,D,B,C,C,B,C,B,B,B,C,B,C,C,C,A,B,C,D,C,B,Moderate
1371,C,B,C,C,C,D,C,A,D,A,B,C,D,A,B,B,D,B,B,B,C,B,C,D,D,C,B,C,A,D,C,B,C,C,C,Moderate
1372,C,D,B,D,D,B,A,D,C,C,C,C,C,C,C,B,D,B,B,C,B,C,C,C,B,B,B,D,B,C,C,C,B,D,C,Moderate
1373,C,B,B,C,B,C,C,B,D,D,C,D,D,C,D,B,B,C,D,B,B,B,D,B,C,D,C,B,A,C,C,A,C,B,B,Moderate
1374,D,C,D,B,C,C,B,B,C,C,C,C,C,B,B,D,B,C,C,B,B,C,C,B,A,C,C,A,A,B,D,C,D,B,C,Moderate
1375,C,B,D,C,B,B,B,B,A,C,C,B,B,B,B,C,C,A,A,D,D,B,B,C,C,C,C,D,D,B,B,B,B,C,C,Moderate
1376,B,C,B,B,C,C,D,B,D,B,A,B,B,B,C,C,B,C,B,C,B,D,B,A,B,B,B,B,A,B,B,D,B,C,C,Moderate
1377,B,B,B,B,B,A,D,C,C,A,C,C,D,B,C,D,C,B,B,B,D,B,C,B,A,C,B,B,A,B,C,B,C,B,B,Moderate
1378,C,C,B,C,A,D,B,B,B,B,C,C,B,B,B,C,B,A,C,B,A,B,D,B,D,C,B,D,C,C,B,B,B,C,D,Moderate
1379,B,D,B,B,C,B,C,D,B,B,D,B,C,B,B,D,D,A,C,A,B,B,C,C,B,B,C,C,D,C,C,D,D,B,B,Moderate
1380,C,D,C,A,B,D,C,D,C,C,B,B,B,C,D,B,D,C,D,D,B,B,B,C,C,B,C,C,B,B,D,B,B,C,D,Moderate
1381,D,B,A,C,B,B,C,B,B,D,B,C,C,B,C,B,B,B,B,C,B,B,B,C,C,B,B,B,C,B,D,D,C,B,D,Moderate
1382,B,D,B,B,C,D,D,C,C,B,D,D,B,C,B,D,C,C,B,B,A,C,B,C,B,D,B,B,C,C,B,C,D,C,B,Moderate
1383,C,B,D,C,B,A,C,C,B,C,B,B,B,D,D,C,D,B,C,C,D,B,C,B,A,B,C,A,B,C,D,B,B,D,D,Moderate
1384,C,B,D,B,B,B,B,B,C,A,A,C,B,D,D,C,C,B,B,B,B,C,B,A,C,D,D,B,B,C,B,D,C,B,C,Moderate
1385,C,A,B,C,B,B,C,B,D,C,B,B,C,D,B,D,B,A,A,C,B,B,A,B,C,C,B,A,D,C,B,B,C,B,C,Moderate
1386,B,B,D,C,C,B,B,D,C,B,B,B,A,B,D,D,B,C,C,C,B,B,D,D,D,C,B,B,B,B,D,D,B,B,D,Moderate
1387,D,B,D,B,C,B,B,D,D,A,B,B,D,B,C,D,A,B,B,C,C,C,B,B,A,C,C,C,B,D,C,C,C,C,C,Moderate
1388,D,C,C,A,C,C,D,B,B,C,D,C,D,B,D,B,C,A,B,D,B,C,B,C,C,C,B,C,A,B,B,C,B,C,B,Moderate
1389,C,A,B,D,C,C,B,B,A,B,B,B,C,B,B,C,B,C,C,B,C,C,A,C,A,B,C,C,B,D,B,C,C,D,B,Moderate
1390,C,B,D,B,B,D,B,C,B,B,C,B,D,A,A,B,C,C,C,B,B,C,B,C,B,B,C,A,D,C,A,B,D,B,C,Moderate
1391,D,C,B,D,A,C,B,B,C,D,D,C,B,A,C,D,B,B,B,B,C,B,D,C,C,B,B,B,B,D,B,B,A,C,B,Moderate
1392,B,B,B,C,B,D,C,B,C,B,A,B,C,B,B,D,D,D,D,B,D,C,D,D,B,C,B,B,B,A,C,C,B,C,B,Moderate
1393,C,D,C,C,D,D,C,A,B,A,B,C,D,D,C,C,C,B,D,B,C,C,B,C,B,C,B,C,C,B,D,C,A,B,C,Moderate
1394,C,D,D,A,B,B,A,C,C,B,C,A,C,B,C,B,A,C,B,C,D,D,B,B,D,C,C,B,B,C,A,C,B,C,B,Moderate
1395,C,A,B,C,B,C,A,D,B,C,D,D,C,D,B,A,C,B,B,B,B,B,B,D,D,B,B,D,B,B,D,B,D,C,B,Moderate
1396,C,C,B,C,A,C,B,B,C,B,C,B,D,A,A,D,D,C,D,C,B,D,D,B,B,A,D,B,B,D,A,A,C,B,C,Moderate
1397,C,C,C,C,C,C,D,D,B,A,B,B,C,C,B,B,B,C,B,C,B,D,B,B,C,C,B,C,D,D,C,B,D,B,C,Moderate
1398,B,D,B,B,C,B,A,D,B,D,B,B,B,B,C,C,C,B,B,A,C,C,B,B,B,B,D,C,B,A,B,B,B,C,C,Moderate
1399,C,C,D,C,B,C,D,B,B,B,C,B,D,B,C,D,B,C,C,A,D,D,B,C,C,A,C,B,B,C,A,D,B,C,B,Moderate
1400,B,C,C,A,A,C,B,B,B,B,C,D,D,B,B,B,D,B,D,C,B,B,B,B,A,C,C,A,B,C,B,D,D,B,C,Moderate
1401,C,C,C,B,C,B,C,D,C,C,C,B,C,D,A,B,D,C,B,B,D,B,B,B,C,C,C,C,B,D,A,A,A,C,D,Moderate
1402,C,B,C,A,B,C,B,C,B,B,C,C,C,B,B,B,B,C,A,C,A,B,B,C,C,C,A,A,C,D,D,B,D,A,C,Moderate
1403,C,B,B,D,A,D,B,B,D,A,C,B,A,C,B,C,D,C,C,D,C,D,B,A,C,B,B,A,C,D,B,C,D,C,A,Moderate
1404,B,C,D,B,C,C,B,B,A,C,B,A,D,D,C,B,D,C,D,C,C,C,C,C,C,C,B,A,D,B,B,B,D,B,C,Moderate
1405,C,C,A,C,A,B,C,C,B,B,B,A,B,C,B,B,A,B,C,B,C,C,C,D,B,D,B,C,B,B,B,B,C,B,C,Moderate
1406,B,B,B,B,B,C,C,C,B,B,B,C,B,B,B,C,C,C,C,B,B,C,B,C,B,A,C,C,B,C,C,B,D,D,B,Moderate
1407,D,B,C,B,C,D,B,D,B,D,B,C,C,C,B,A,D,D,B,C,B,B,A,B,B,C,C,C,A,D,C,D,C,C,C,Moderate
1408,C,B,B,B,A,B,C,B,B,C,B,B,B,B,B,B,B,D,B,B,B,B,C,B,C,D,C,B,C,C,C,C,B,D,D,Moderate
1409,C,C,B,B,D,C,A,A,B,B,C,A,A,B,A,B,D,C,B,C,B,D,C,A,B,D,B,B,C,C,D,B,B,C,B,Moderate
1410,C,B,C,C,B,C,C,C,C,D,C,B,C,B,A,B,C,B,B,C,B,C,C,D,C,A,C,D,B,B,B,C,C,A,C,Moderate
1411,C,C,D,C,B,B,D,B,B,D,B,A,B,C,B,C,B,A,B,D,B,D,B,B,B,C,B,C,C,B,C,C,B,B,C,Moderate
1412,C,D,B,D,A,C,D,B,B,A,B,A,B,D,B,C,D,D,B,B,C,C,B,C,B,B,B,B,B,A,C,C,B,A,A,Moderate
1413,C,C,C,B,D,B,C,C,D,A,C,C,C,D,B,D,B,C,B,B,B,B,C,C,C,A,B,B,B,B,B,B,D,D,C,Moderate
1414,D,D,C,A,C,B,B,C,B,C,C,B,D,B,D,A,C,C,D,B,D,D,C,B,D,C,C,B,D,A,A,D,B,B,C,Moderate
1415,C,C,B,C,B,B,C,D,B,D,C,A,D,D,B,B,B,C,C,C,C,D,B,C,B,B,D,C,B,B,B,B,B,D,B,Moderate
1416,C,B,A,B,A,C,D,B,D,A,B,C,B,B,B,C,C,B,A,A,C,C,A,B,D,A,B,D,B,D,C,B,B,B,D,Moderate
1417,B,C,C,B,C,C,B,B,C,A,C,C,B,B,D,C,B,C,B,C,B,C,D,A,B,A,A,D,D,B,B,C,C,C,B,Moderate
1418,B,B,B,C,B,B,C,B,B,A,C,C,C,B,B,A,B,B,B,D,C,A,B,C,A,C,C,B,B,D,B,B,C,B,D,Moderate
1419,B,B,B,B,B,C,A,C,B,A,C,D,B,B,B,B,C,B,C,B,B,B,B,C,A,B,B,C,A,B,B,C,B,B,D,Moderate
1420,A,B,C,C,C,B,D,B,B,C,C,C,B,C,C,B,B,C,D,C,C,B,A,C,C,B,D,D,D,B,C,C,C,B,B,Moderate
1421,C,B,D,D,B,A,C,B,A,B,D,C,C,B,B,B,C,B,C,B,B,A,B,B,C,C,B,B,C,B,B,C,C,B,B,Moderate
1422,A,A,B,C,D,C,B,B,C,B,C,C,A,B,C,C,B,B,C,B,B,C,B,C,A,B,B,B,C,B,B,C,D,B,C,Moderate
1423,C,A,B,C,C,A,B,C,C,D,C,B,D,B,D,B,B,B,C,A,B,B,B,A,A,B,C,C,C,C,C,B,B,D,C,Moderate
1424,D,B,C,C,B,D,C,B,B,C,B,B,C,B,B,C,B,C,B,B,C,B,C,C,B,C,B,C,C,B,C,D,B,C,B,Moderate
1425,A,B,B,B,B,D,D,A,B,B,B,C,B,D,B,A,B,D,D,C,B,C,D,C,D,B,D,C,B,A,C,B,B,C,C,Moderate
1426,D,B,A,B,B,A,C,A,D,C,C,B,C,A,A,B,B,B,C,C,C,B,B,C,C,D,C,C,B,B,A,A,D,B,B,Moderate
1427,C,B,C,D,C,B,C,C,C,C,D,B,C,C,B,B,D,C,C,B,C,D,B,C,A,B,C,D,D,B,D,B,B,C,C,Moderate
1428,C,C,D,C,B,C,B,C,A,C,B,C,C,C,B,B,C,D,B,C,B,C,C,C,B,B,A,A,D,C,C,B,B,C,C,Moderate
1429,B,B,C,D,D,B,B,C,C,B,B,B,C,B,B,A,C,A,C,B,B,C,B,B,B,B,B,D,B,A,A,B,B,A,C,Moderate
1430,B,D,B,B,C,B,D,C,B,B,B,B,D,C,D,B,B,C,B,B,C,A,B,C,B,D,B,B,B,B,A,C,B,C,B,Moderate
1431,B,B,B,B,C,B,B,B,B,C,C,C,B,C,B,B,D,A,D,A,C,C,B,C,C,B,B,D,C,B,D,B,D,D,C,Moderate
1432,B,D,C,D,B,B,C,D,D,B,B,A,C,D,B,B,B,C,B,C,B,A,D,C,B,B,B,C,D,A,C,C,C,D,D,Moderate
1433,C,B,C,B,B,B,D,B,C,B,C,B,C,B,C,C,C,B,B,C,D,A,B,B,C,C,B,C,C,B,C,C,B,C,C,Moderate
1434,D,B,B,A,B,C,C,D,B,C,D,B,D,B,B,B,C,C,D,D,B,B,B,B,B,D,A,B,B,A,C,B,C,B,B,Moderate
1435,A,B,C,A,D,C,D,A,B,B,B,B,B,C,B,B,C,D,D,D,B,D,B,B,C,B,C,C,C,D,B,B,C,C,B,Moderate
1436,C,C,C,C,B,C,A,C,A,B,C,B,C,A,D,C,B,B,B,B,D,A,B,A,C,C,B,C,B,C,C,C,A,D,A,Moderate
1437,D,B,D,B,B,B,D,C,B,A,B,D,C,C,A,A,B,D,C,B,C,D,A,B,B,C,B,B,D,B,B,B,C,D,B,Moderate
1438,A,C,C,D,C,B,D,B,B,C,D,B,B,B,A,B,C,B,B,B,C,C,A,D,B,C,C,B,B,B,C,C,D,C,C,Moderate
1439,C,A,C,B,D,A,D,C,C,B,B,D,B,A,B,B,B,C,C,B,C,B,C,D,C,C,C,C,C,D,B,B,B,C,B,Moderate
1440,D,B,C,C,C,B,D,C,C,B,B,B,C,B,D,D,B,B,B,C,B,B,B,C,B,C,B,B,C,C,C,B,D,B,B,Moderate
1441,B,B,C,B,A,A,D,C,B,B,C,D,C,D,D,D,B,C,B,B,D,B,A,D,B,C,D,D,C,B,C,D,D,D,C,Moderate
1442,D,B,C,C,C,C,D,A,C,C,C,B,D,A,D,B,D,C,A,B,C,D,C,B,C,D,B,D,B,C,D,D,B,C,B,Moderate
1443,D,B,C,B,C,B,C,C,B,B,C,B,C,B,D,B,C,B,C,B,B,B,B,B,B,B,A,D,B,B,D,D,B,A,C,Moderate
1444,B,C,C,D,B,B,C,A,C,C,C,C,B,C,C,C,C,C,B,C,A,B,D,D,C,B,B,B,D,C,B,B,C,C,B,Moderate
1445,C,B,A,B,A,B,C,B,B,B,D,C,B,B,C,B,A,D,D,B,C,B,B,B,A,B,B,D,B,B,B,B,D,B,C,Moderate
1446,C,B,D,C,B,B,D,B,C,C,C,A,C,C,C,B,C,C,D,C,D,C,D,C,B,D,B,B,D,A,D,B,B,C,A,Moderate
1447,B,D,B,B,C,A,B,A,C,C,B,C,B,B,A,A,C,C,B,B,C,D,B,C,B,B,C,A,D,A,C,B,B,D,B,Moderate
1448,A,C,C,B,B,A,C,B,D,C,C,A,B,C,C,B,C,B,C,A,C,C,D,C,C,A,C,B,C,D,B,D,B,B,B,Moderate
1449,B,A,C,B,B,B,B,B,B,C,B,D,B,B,D,C,B,A,C,B,B,D,C,C,C,C,D,B,A,C,B,B,D,B,C,Moderate
1450,A,B,B,A,B,C,C,B,D,C,B,C,B,D,B,B,D,B,B,D,B,C,C,A,A,C,C,C,B,A,B,B,C,C,C,Moderate
1451,C,C,C,C,B,C,C,D,B,C,B,B,B,D,B,D,D,B,B,C,B,C,B,C,A,D,D,B,A,B,B,C,C,B,B,Moderate
1452,D,B,B,C,B,B,C,C,C,C,C,C,D,C,C,B,A,C,C,B,B,C,B,C,C,B,C,C,B,B,C,B,C,B,D,Moderate
1453,C,A,B,C,B,A,B,D,B,B,C,C,D,B,B,B,C,D,B,C,A,B,B,B,B,B,C,B,D,B,B,C,A,C,A,Moderate
1454,C,B,B,C,C,B,C,D,B,C,B,B,B,B,B,B,B,D,D,C,B,C,A,D,C,C,C,C,B,A,D,D,B,C,B,Moderate
1455,C,C,B,B,C,B,C,C,D,C,C,D,A,D,A,B,C,C,B,C,C,A,D,B,C,C,B,D,D,C,C,C,D,D,D,Moderate
1456,D,B,C,C,A,A,B,B,C,C,A,B,B,D,C,C,A,C,B,B,C,B,B,B,D,C,B,C,C,C,C,B,B,D,C,Moderate
1457,B,B,C,C,D,C,B,A,C,C,B,B,C,B,C,B,C,D,D,B,C,C,B,C,B,C,C,B,B,B,B,B,B,C,B,Moderate
1458,B,A,C,B,B,C,D,C,D,A,B,C,A,B,A,A,C,A,D,C,C,B,C,B,C,C,C,B,C,A,C,B,C,D,B,Moderate
1459,A,B,A,B,B,D,B,B,B,A,D,B,C,B,C,B,D,B,C,B,B,B,C,B,B,A,C,B,C,A,D,A,D,C,A,Moderate
1460,B,B,C,B,B,B,D,B,B,C,B,C,C,C,C,C,B,C,B,A,D,D,C,B,C,D,A,B,D,B,B,A,B,B,A,Moderate
1461,D,B,A,C,B,D,C,C,C,C,B,B,B,C,A,C,D,C,D,A,C,B,C,C,C,B,C,C,B,A,B,B,C,B,B,Moderate
1462,C,A,D,B,C,B,A,D,D,A,D,C,D,B,C,B,B,B,C,C,D,C,C,B,A,B,B,B,B,B,D,B,B,C,A,Moderate
1463,B,C,A,B,B,D,C,B,B,C,B,C,A,B,B,B,B,C,C,B,B,A,B,B,B,B,A,B,C,C,B,C,C,B,D,Moderate
1464,B,B,C,C,B,B,D,C,D,B,C,D,B,C,A,C,D,C,D,B,C,B,B,D,C,C,C,B,C,B,D,B,C,C,C,Moderate
1465,C,A,B,B,C,B,B,D,A,C,C,C,B,C,C,D,B,B,B,B,D,B,B,B,D,D,D,B,C,C,C,B,B,C,D,Moderate
1466,B,B,B,B,B,D,C,C,A,C,A,C,C,A,B,D,A,A,B,D,C,B,B,C,A,D,B,A,B,C,C,B,C,C,C,Moderate
1467,D,C,C,C,D,B,C,D,C,C,B,D,C,C,C,B,B,A,C,B,B,B,D,C,B,B,B,A,B,B,B,B,D,B,C,Moderate
1468,D,B,B,B,B,D,B,B,B,B,B,C,C,C,C,C,C,C,C,C,B,A,C,A,D,A,C,C,D,B,C,A,B,A,B,Moderate
1469,C,B,B,C,C,C,A,B,C,B,D,D,C,D,B,B,B,D,A,B,A,C,C,C,C,B,C,B,B,C,B,C,B,C,C,Moderate
1470,D,A,A,D,B,B,B,A,A,C,C,C,D,C,C,B,D,B,A,D,C,B,B,B,B,B,D,B,D,B,D,C,C,D,B,Moderate
1471,B,D,B,B,B,C,B,A,B,B,B,D,B,C,B,D,B,D,C,B,B,B,B,A,B,B,C,A,D,D,B,C,B,B,C,Moderate
1472,A,B,C,B,C,C,B,C,B,C,B,C,C,C,C,D,A,B,B,C,B,A,B,C,A,C,C,B,B,D,B,B,C,D,B,Moderate
1473,C,C,B,C,B,B,C,B,B,B,A,B,C,D,D,B,C,B,B,B,C,B,C,C,B,B,D,B,B,D,B,A,B,A,B,Moderate
1474,C,A,D,C,D,B,B,B,D,C,B,C,C,D,C,C,B,C,B,B,B,B,B,B,C,B,B,B,C,A,B,D,A,B,B,Moderate
1475,D,A,C,B,C,B,B,B,B,B,B,D,B,B,D,D,D,B,C,B,C,A,B,C,B,B,B,D,C,C,C,D,B,C,C,Moderate
1476,A,B,B,B,C,D,C,B,C,C,D,A,C,B,C,B,C,C,C,D,B,C,B,B,C,C,D,B,B,A,B,B,C,C,B,Moderate
1477,C,C,B,B,B,B,B,B,B,C,C,A,B,B,C,B,C,C,C,B,C,B,C,C,C,D,C,B,B,C,D,A,B,C,C,Moderate
1478,C,C,D,C,D,A,D,B,B,C,B,B,A,A,B,C,B,B,B,D,B,B,B,A,B,C,B,C,D,C,B,B,D,B,D,Moderate
1479,C,C,B,B,B,A,C,D,A,C,D,B,B,B,B,B,C,B,B,C,C,C,B,C,B,B,C,A,B,C,B,D,A,D,D,Moderate
1480,C,C,B,C,C,C,B,D,C,D,B,D,B,B,B,B,B,D,C,B,B,C,B,B,C,B,C,B,B,D,B,C,C,C,D,Moderate
1481,B,C,B,B,B,C,C,C,C,C,B,B,B,C,C,B,B,D,B,B,B,C,C,C,C,D,D,C,B,B,C,C,B,B,C,Moderate
1482,B,C,C,B,B,C,B,D,C,B,B,B,A,A,B,B,C,B,C,A,C,C,D,C,B,D,C,B,D,B,B,B,B,A,D,Moderate
1483,B,C,C,B,C,B,B,B,C,C,B,C,C,C,B,C,C,C,C,B,C,C,C,C,A,B,B,B,D,B,A,B,C,D,D,Moderate
1484,C,C,C,D,D,C,B,B,C,B,D,D,C,C,B,D,A,C,C,C,B,B,C,B,C,B,B,D,B,A,C,C,B,A,C,Moderate
1485,C,D,B,C,B,D,B,A,B,C,C,A,B,B,D,C,B,D,B,D,B,A,B,D,C,B,B,A,C,C,B,B,B,B,B,Moderate
