ID,achievement_satisfaction,irritation,hurry_to_finalize,self_doubt,rumination,emotional_repression,pessimism,disappointment_fretting,work_detachment,indecisiveness,easily_wound_up,loneliness,weather_mood,achievement_dissatisfaction,impatience,smoking,lack_confidence,unclear_thinking,rushed_work,poor_sleep,alcohol,relaxation_difficulty,poor_concentration,lack_exercise,noise_sensitivity,headaches,clammy_hands,criticism_sensitivity,panic_attacks,distrust,stomach_issues,people_pleasing,distractibility,easily_frightened,time_pressure,StressLevel
1267,C,B,B,B,D,B,C,C,B,B,C,A,C,B,B,B,D,D,B,B,A,A,A,A,B,B,C,C,B,C,C,C,D,C,C,High
1268,B,D,C,B,B,D,C,A,B,D,A,C,A,D,D,D,A,A,B,B,C,C,A,A,A,A,A,B,B,B,B,B,C,A,A,Moderate
1269,B,A,B,B,C,B,B,B,C,A,C,B,B,B,B,C,A,D,C,C,D,B,B,B,C,C,C,C,B,D,B,B,B,D,A,Moderate
1270,D,B,A,B,B,B,A,D,B,C,B,A,A,A,B,C,A,A,A,A,B,B,B,D,B,B,A,C,A,B,B,A,C,A,B,Low
1271,A,D,B,B,B,D,B,B,D,A,B,A,C,C,A,A,C,D,C,B,A,C,B,B,B,D,C,A,D,B,A,B,B,B,D,Moderate
1272,A,A,B,C,A,B,A,C,C,D,B,A,A,B,C,D,D,A,A,A,C,C,B,A,B,B,C,B,C,C,B,A,A,B,B,Moderate
1273,A,A,D,B,C,B,D,A,D,B,A,B,C,D,A,A,A,B,C,A,B,B,B,A,C,A,A,A,B,B,B,B,C,C,B,Moderate
1274,D,C,D,D,A,A,B,D,D,B,D,B,A,B,C,B,B,D,D,A,B,A,A,B,C,B,B,B,A,C,A,A,B,B,C,Moderate
1275,A,A,C,D,A,D,A,D,D,D,A,B,B,D,D,C,A,B,C,B,D,B,A,B,A,C,A,A,A,A,B,B,A,A,B,Moderate
1276,B,D,B,C,A,C,A,B,D,B,D,C,C,A,A,A,D,D,B,B,D,C,C,B,C,B,A,D,C,A,D,D,A,B,B,High
1277,B,C,D,A,B,B,D,B,B,C,A,B,C,D,B,A,D,C,D,C,C,B,B,B,B,B,C,D,D,C,D,B,C,A,B,High
1278,B,C,C,C,A,A,D,A,B,A,A,B,C,B,C,C,B,D,B,A,C,D,A,B,B,A,B,D,B,C,D,A,A,B,C,Moderate
1279,B,B,A,D,D,C,A,B,B,D,D,C,B,B,B,B,C,B,C,D,B,A,A,B,A,B,B,D,A,D,C,C,D,C,B,High
1280,B,D,A,C,B,B,C,B,B,B,C,D,D,D,B,A,D,B,D,C,B,C,C,A,C,C,C,D,B,C,B,B,B,D,A,High
1281,D,A,B,A,B,A,C,D,C,A,B,A,A,C,C,C,A,D,C,A,A,C,A,B,B,D,C,C,B,C,C,D,C,C,B,Moderate
1282,B,A,B,D,A,C,C,B,A,C,A,A,B,A,B,B,A,C,B,A,B,B,D,A,B,A,B,B,D,A,C,A,C,C,D,Moderate
1283,C,A,A,B,C,D,A,C,A,A,A,C,D,D,B,C,C,A,A,C,D,C,B,A,B,B,A,B,B,A,A,D,C,B,C,Moderate
1284,A,A,B,B,D,D,A,B,D,C,C,B,B,B,A,B,C,A,A,B,B,B,B,C,C,C,A,B,A,B,B,A,B,B,B,Moderate
1285,B,B,C,B,D,B,C,A,B,C,D,A,C,C,D,B,B,A,C,D,D,A,B,C,B,A,C,D,C,B,B,C,A,B,A,High
1286,C,C,B,D,C,A,A,C,B,C,D,D,A,A,A,B,B,C,A,B,C,D,B,C,B,A,A,A,C,C,C,C,B,C,B,Moderate
1287,D,A,B,B,A,D,B,A,A,B,A,B,A,C,A,C,B,A,B,B,C,D,B,B,B,A,B,A,A,B,C,B,B,A,D,Moderate
1288,D,A,C,B,A,A,B,C,C,C,B,D,C,B,A,C,D,A,C,B,C,A,A,B,A,B,D,A,C,B,D,A,A,C,C,Moderate
1289,C,A,B,B,A,B,A,A,B,A,B,C,A,A,B,B,D,C,A,B,B,D,A,A,C,C,D,A,B,C,B,A,B,B,A,Low
1290,D,B,C,B,B,A,A,B,B,C,B,B,B,D,C,A,A,C,B,C,B,B,B,B,A,B,B,C,A,B,B,D,C,C,D,Moderate
1291,C,B,A,C,C,B,C,C,B,D,B,B,A,C,D,B,A,D,C,C,C,A,C,C,D,A,B,C,B,A,B,C,B,D,B,High
1292,A,C,D,B,C,A,A,A,A,B,D,B,D,B,A,A,D,C,B,C,B,A,C,B,B,B,B,A,D,A,C,B,B,B,A,Moderate
1293,B,A,C,C,A,C,C,C,B,B,D,D,D,A,D,D,A,A,B,D,C,B,C,B,B,A,D,B,C,B,A,C,C,B,A,High
1294,C,B,B,B,B,C,C,D,D,B,A,D,C,B,B,C,C,C,C,B,A,B,C,C,D,B,A,C,B,A,A,C,A,B,D,High
1295,B,B,B,B,C,B,B,B,B,B,C,B,C,B,C,A,A,C,A,B,D,C,A,D,B,A,B,B,A,B,B,B,A,A,C,Moderate
1296,A,C,C,B,A,A,A,A,B,B,B,B,C,D,C,B,B,A,A,C,A,A,A,B,B,C,A,B,A,A,B,B,C,B,B,Low
1297,A,C,D,B,D,B,D,C,C,B,A,A,B,C,B,A,A,C,B,A,B,A,A,C,B,C,B,A,B,A,B,D,A,A,C,Moderate
1298,C,B,A,B,B,B,B,C,B,A,C,A,C,D,A,C,D,A,D,D,D,D,C,A,C,A,B,A,B,A,B,B,A,A,A,Moderate
1299,A,B,C,C,B,A,A,C,A,D,B,B,B,C,A,A,D,C,B,B,C,C,A,A,B,B,B,B,D,A,D,C,D,A,B,Moderate
1300,C,A,A,D,D,A,B,B,B,B,A,B,A,D,A,A,A,C,D,B,A,C,B,B,C,B,D,D,A,B,D,C,D,B,D,Moderate
1301,D,A,C,A,D,B,C,B,C,A,A,B,D,C,D,D,C,B,C,B,A,B,B,B,A,A,B,B,A,C,C,A,A,B,C,Moderate
1302,B,B,A,D,C,B,B,B,A,A,A,B,B,A,A,B,D,B,C,A,B,A,D,A,A,B,C,D,B,B,C,A,C,C,A,Moderate
1303,A,B,D,C,C,C,A,A,B,B,D,B,D,C,A,C,B,D,C,C,A,B,A,A,C,C,C,D,C,A,B,D,A,B,C,High
1304,B,A,C,B,B,A,A,C,A,B,C,B,A,D,D,A,A,B,B,C,A,B,B,C,C,D,C,A,D,D,A,B,D,C,D,Moderate
1305,A,A,C,A,B,C,B,B,B,B,D,C,D,A,A,A,A,A,D,C,C,D,C,C,A,A,A,C,B,B,B,A,B,C,C,Moderate
1306,C,C,B,B,D,A,A,B,D,A,A,B,B,D,B,B,B,C,A,C,C,B,A,A,B,A,B,B,B,D,B,A,D,C,B,Moderate
1307,A,C,C,A,B,D,A,A,D,D,B,B,A,A,B,A,B,A,D,B,B,D,B,B,B,B,C,B,C,A,C,B,D,A,A,Moderate
1308,A,B,A,B,D,A,A,C,B,A,B,C,B,B,C,D,B,B,C,A,B,C,B,D,A,C,B,D,D,B,A,D,A,A,B,Moderate
1309,A,D,C,B,B,B,B,B,C,A,D,A,B,D,B,B,B,C,C,B,B,A,D,B,C,D,A,B,A,D,D,B,B,D,C,High
1310,B,D,D,B,C,A,A,D,D,D,A,B,C,D,D,A,D,B,C,B,C,B,A,D,D,A,A,B,D,A,C,A,C,D,B,High
1311,C,A,B,B,C,C,D,B,A,A,A,B,A,C,A,B,C,A,B,C,B,B,B,B,B,B,A,D,D,B,C,B,B,D,C,Moderate
1312,C,A,B,C,A,B,B,A,A,D,C,B,A,D,B,A,D,B,D,C,D,B,D,B,D,C,C,A,B,A,A,A,B,C,D,Moderate
1313,C,B,D,A,C,D,B,D,B,B,B,A,C,C,D,D,C,D,A,D,B,D,A,C,B,B,B,B,D,C,D,D,B,D,B,High
1314,D,C,B,B,A,C,C,D,B,C,C,B,B,A,D,A,C,A,B,A,C,D,B,C,D,A,D,A,C,B,A,A,C,C,A,Moderate
1315,D,B,A,A,C,B,C,A,C,A,D,D,C,A,B,B,C,B,B,A,D,C,B,B,B,C,B,B,A,D,D,A,C,D,B,Moderate
1316,B,B,A,B,B,B,D,A,B,B,C,D,C,D,C,C,B,B,B,C,A,A,C,A,A,B,B,A,D,C,C,D,B,C,B,Moderate
1317,C,B,B,B,B,D,A,C,A,B,C,A,C,A,A,A,B,D,A,C,B,B,D,C,D,B,B,B,A,B,A,A,B,C,B,Moderate
1318,D,C,A,A,C,D,A,C,B,A,D,B,B,B,B,D,C,A,B,B,C,C,B,B,B,B,C,A,A,B,A,C,B,B,B,Moderate
1319,B,B,B,D,B,A,B,D,B,B,A,A,C,D,C,A,B,C,C,A,D,B,A,B,A,C,A,B,A,D,B,A,A,A,C,Moderate
1320,B,A,A,B,B,A,A,A,B,A,C,A,B,D,C,B,C,B,B,D,D,B,B,A,C,B,A,C,B,B,A,D,C,C,C,Moderate
1321,B,C,D,C,C,C,C,C,D,B,C,A,A,A,A,A,A,D,D,B,B,A,B,A,B,A,C,B,A,B,C,C,C,C,C,Moderate
1322,C,D,B,A,B,C,B,A,C,A,A,D,C,A,A,A,A,D,C,C,A,C,B,D,D,B,B,A,C,B,B,A,B,B,A,Moderate
1323,C,A,A,B,C,A,C,C,A,A,B,B,D,B,C,B,C,B,C,B,C,B,D,A,A,A,B,B,C,C,B,B,D,B,C,Moderate
1324,B,A,D,A,B,B,B,C,A,B,C,A,C,A,B,B,D,D,A,A,A,D,C,A,B,D,A,B,A,D,B,C,B,D,C,Moderate
1325,C,D,D,A,C,C,A,B,C,B,B,B,C,A,A,A,D,B,A,B,B,D,B,C,A,A,A,B,B,B,B,B,B,B,A,Moderate
1326,A,A,C,B,D,C,C,A,A,D,C,B,B,B,B,A,C,D,D,C,C,A,A,D,A,C,D,D,A,B,B,B,B,C,B,Moderate
1327,D,A,B,C,D,C,A,C,B,C,B,B,A,C,B,A,D,D,B,C,C,A,B,B,B,A,A,A,A,C,C,C,C,B,B,Moderate
1328,C,B,C,B,C,B,A,A,B,A,A,A,B,A,A,C,D,D,B,B,C,B,B,C,D,B,B,A,C,B,A,C,A,B,C,Moderate
1329,C,B,B,A,C,B,C,A,B,A,B,A,A,D,C,B,B,D,A,C,D,D,B,C,D,C,C,B,A,C,D,A,B,A,D,Moderate
1330,B,B,A,D,A,B,A,B,A,A,C,B,C,A,A,A,D,B,A,A,B,C,D,B,C,A,B,D,D,D,B,D,B,A,A,Moderate
1331,D,B,A,A,A,C,B,B,A,D,B,C,C,C,A,A,B,C,B,A,B,C,B,C,C,C,B,B,B,C,C,B,B,B,A,Moderate
1332,B,C,C,A,A,C,B,D,C,D,B,B,B,B,C,B,D,B,C,C,A,C,B,B,C,D,B,A,C,B,C,B,B,A,B,Moderate
1333,B,A,B,D,C,A,B,B,B,A,A,C,A,C,A,C,B,B,A,A,D,B,A,B,C,C,B,D,D,D,A,B,C,A,B,Moderate
1334,C,B,A,B,B,C,C,A,B,C,C,A,B,B,C,B,C,A,D,B,B,C,B,C,C,B,B,B,B,B,C,D,A,C,A,Moderate
1335,A,C,D,B,A,A,B,A,D,B,B,C,D,B,B,C,B,C,B,A,B,A,A,A,B,B,A,A,B,C,D,A,B,C,D,Moderate
1336,B,B,B,D,B,C,B,B,B,C,C,C,C,A,C,B,A,B,B,A,B,B,B,A,C,C,B,C,A,A,B,D,C,A,A,Moderate
1337,B,A,C,D,A,D,C,C,D,D,B,B,A,C,A,D,B,B,C,A,B,A,C,B,B,D,B,C,A,D,D,B,C,A,C,High
1338,C,D,D,A,B,B,A,B,D,A,A,C,C,B,B,B,B,A,C,C,D,B,B,C,A,C,A,B,B,D,A,B,C,A,A,Moderate
1339,C,B,C,D,B,B,A,B,A,A,A,A,C,C,C,C,A,A,B,B,C,B,C,A,B,C,C,C,B,A,B,A,A,A,A,Moderate
1340,C,D,C,B,D,B,B,C,C,B,A,D,C,B,B,A,D,B,B,C,A,A,B,A,A,B,C,C,D,C,C,A,B,B,B,Moderate
1341,C,B,C,A,B,C,D,B,D,D,B,B,B,B,D,D,C,C,B,D,A,D,B,B,B,B,A,C,B,D,B,D,B,B,A,High
1342,A,A,B,D,C,B,B,D,A,D,C,C,A,A,B,B,C,A,A,C,D,B,B,C,B,D,B,A,A,C,C,C,B,B,D,Moderate
1343,A,B,A,C,B,B,B,D,C,A,B,B,B,C,C,C,D,C,C,A,D,D,B,A,B,C,D,B,B,B,A,A,C,A,C,Moderate
1344,C,B,B,B,B,C,A,B,B,C,C,D,C,C,A,C,B,B,A,D,D,B,D,D,B,C,A,C,B,B,C,A,A,D,B,High
1345,D,B,B,B,B,C,C,D,A,C,A,B,B,D,B,D,D,C,B,B,B,A,C,C,B,C,A,D,A,B,D,C,D,C,B,High
1346,C,C,A,C,C,C,D,B,C,C,D,B,B,D,C,B,A,A,B,A,C,A,B,D,C,D,B,D,B,B,D,B,D,B,A,High
1347,C,A,B,C,C,B,A,D,C,B,A,C,A,C,C,B,C,A,A,B,D,A,B,D,C,A,C,C,C,B,B,B,A,C,D,Moderate
1348,A,A,B,B,B,C,C,C,C,A,D,B,B,B,A,B,D,B,B,C,A,B,C,C,A,A,B,B,B,D,B,D,C,B,C,Moderate
1349,C,B,B,B,C,A,A,C,A,C,B,A,B,D,C,B,C,B,C,B,C,B,D,B,A,A,B,B,C,C,D,D,B,C,C,Moderate
1350,D,C,B,B,A,B,A,B,D,C,B,C,B,B,B,B,A,A,C,A,A,C,B,C,B,C,A,A,B,C,B,B,B,A,B,Moderate
1351,B,A,A,B,B,C,B,B,B,A,C,B,D,B,D,C,C,B,A,A,C,C,B,A,B,A,C,A,C,D,B,A,B,B,D,Moderate
1352,B,D,B,C,A,D,A,C,C,B,B,A,B,D,A,A,B,B,A,D,A,A,B,A,C,B,C,A,C,D,C,B,C,A,C,Moderate
1353,B,B,D,C,A,C,B,A,B,C,D,B,A,B,C,A,A,B,B,B,C,B,B,C,B,B,B,D,B,C,B,B,C,B,D,Moderate
1354,A,B,D,C,A,B,C,B,A,C,B,B,C,D,B,C,B,A,B,D,B,C,B,B,D,B,D,B,C,B,A,A,C,D,A,Moderate
1355,A,C,A,A,C,B,A,B,A,A,A,B,B,B,D,B,C,D,A,B,B,B,D,C,C,C,B,B,D,B,D,A,A,C,A,Moderate
1356,D,C,A,B,C,B,C,A,A,D,B,C,B,B,B,B,B,B,B,C,B,B,B,B,D,D,C,B,A,A,B,A,A,D,B,Moderate
1357,B,D,C,C,B,A,C,A,C,A,D,D,B,B,B,A,C,B,C,C,B,C,A,B,B,A,A,D,C,C,D,A,B,C,D,High
1358,B,B,B,C,D,B,B,B,C,B,C,B,A,C,D,C,A,A,D,B,A,B,A,A,B,B,A,B,C,A,A,A,A,B,A,Moderate
1359,A,A,B,C,A,A,C,C,A,C,C,C,D,B,B,C,C,C,B,B,A,B,A,A,C,A,B,D,C,B,B,C,C,B,D,Moderate
1360,B,C,C,A,B,A,D,D,B,D,C,C,C,B,D,C,A,C,B,C,B,B,A,B,C,C,C,A,A,C,B,C,B,C,B,High
1361,C,A,B,B,B,D,B,C,A,A,A,C,B,D,C,C,B,A,C,A,B,A,D,B,C,A,A,A,A,C,A,B,B,D,D,Moderate
1362,A,A,A,D,B,D,B,C,A,A,B,D,A,C,D,D,D,D,D,B,A,B,C,B,D,D,C,B,C,C,C,B,C,B,B,High
1363,A,C,C,B,B,B,C,C,D,D,A,A,A,B,B,A,B,B,B,A,C,D,D,C,C,B,A,B,C,B,B,A,B,B,B,Moderate
1364,B,A,B,A,C,C,D,C,D,A,B,D,D,A,D,B,B,D,B,A,B,A,D,C,B,A,B,C,C,A,B,B,A,A,C,Moderate
1365,B,C,D,D,B,C,B,A,A,B,A,B,B,B,B,D,A,A,B,A,B,C,A,B,A,C,C,A,D,B,B,C,A,A,D,Moderate
1366,A,B,A,C,B,B,A,B,C,C,C,A,B,C,D,D,B,A,C,A,D,C,D,B,A,B,B,A,B,B,C,D,A,A,B,Moderate
1367,A,B,A,B,A,A,C,A,C,B,B,C,D,D,A,A,D,B,A,B,A,A,D,B,D,B,B,C,B,A,B,B,C,C,B,Moderate
1368,B,B,C,B,D,A,A,A,B,D,C,C,D,C,D,D,B,A,C,D,B,A,A,B,B,C,C,D,B,C,B,C,B,A,A,High
1369,B,A,B,C,C,C,D,A,D,B,B,C,A,B,A,B,A,B,C,A,C,B,A,D,D,A,D,C,D,B,D,A,C,C,A,Moderate
1370,A,B,A,B,A,B,B,C,A,B,C,C,B,D,D,C,C,A,B,C,C,B,C,A,B,B,B,C,D,D,B,C,A,C,C,Moderate
1371,A,C,C,A,C,D,C,B,D,C,B,B,A,B,B,C,A,B,C,D,A,C,A,A,A,C,D,C,C,C,B,B,C,C,C,High
1372,B,D,A,B,C,D,B,B,B,B,A,B,B,C,A,A,C,A,B,B,C,C,D,C,A,C,D,B,C,B,B,B,B,A,C,Moderate
1373,A,C,A,D,B,D,B,C,B,C,C,C,C,B,A,D,A,C,B,B,D,A,C,B,B,A,C,B,B,D,A,C,A,C,A,Moderate
1374,B,B,B,B,A,B,B,A,A,B,C,B,A,A,C,B,C,B,B,A,B,A,A,B,B,C,A,C,B,D,A,C,C,C,C,Moderate
1375,B,D,C,B,D,C,C,C,A,B,D,B,B,A,B,A,C,C,C,B,A,C,C,C,C,A,C,B,A,A,B,B,B,C,C,Moderate
1376,C,B,D,B,A,C,C,B,A,C,C,A,A,B,B,B,A,A,A,B,B,D,A,A,C,A,B,C,B,A,A,A,A,A,A,Low
1377,B,B,C,B,B,A,A,C,A,B,B,C,A,C,C,A,A,C,B,B,A,B,B,B,D,A,C,C,C,D,B,C,C,B,A,Moderate
1378,B,B,D,D,C,B,B,C,B,A,B,C,B,D,C,B,B,A,A,C,B,A,B,A,C,B,C,A,B,B,A,A,B,C,B,Moderate
1379,C,B,C,B,C,B,C,B,B,D,D,A,A,D,B,B,B,C,D,B,B,A,B,D,B,C,A,D,D,A,C,C,B,D,A,High
1380,B,C,A,D,A,C,C,D,B,B,B,D,B,D,B,C,B,C,B,C,B,B,B,B,B,B,A,B,C,C,B,A,A,B,B,Moderate
1381,D,C,A,B,A,B,C,A,B,A,B,C,A,C,D,A,A,C,B,A,B,B,C,B,B,B,A,C,C,B,A,A,C,B,C,Moderate
1382,D,B,B,B,C,B,B,C,D,A,C,B,A,A,A,A,C,A,D,C,B,C,A,B,A,D,C,C,B,A,B,B,C,D,C,Moderate
1383,D,A,B,A,C,B,B,C,C,B,B,A,C,B,B,C,B,B,D,D,D,D,B,B,C,B,A,B,B,A,C,D,B,B,D,High
1384,C,B,C,A,C,B,A,C,C,D,B,B,A,C,B,A,A,D,B,B,A,B,A,A,C,C,C,A,A,C,C,D,B,C,D,Moderate
1385,A,B,B,B,D,B,C,D,C,A,B,B,D,B,A,B,A,D,B,C,D,A,A,B,A,B,A,A,B,B,B,C,B,B,B,Moderate
1386,B,A,D,B,C,B,D,B,B,C,C,B,B,A,D,A,A,C,A,C,D,B,B,C,D,A,C,A,A,B,B,D,A,C,C,Moderate
1387,C,C,A,D,C,C,B,C,C,C,D,B,B,C,D,D,D,A,C,C,A,B,A,C,B,D,C,A,B,C,A,A,A,A,D,High
1388,B,B,A,B,B,B,A,B,A,B,B,A,A,B,D,C,C,C,B,C,B,B,A,A,A,B,D,B,D,D,C,C,C,C,D,Moderate
1389,A,D,B,A,A,C,B,C,B,C,B,D,A,B,A,D,C,B,D,A,D,C,B,B,B,C,A,A,C,B,B,C,C,D,B,Moderate
1390,C,D,D,A,A,C,C,D,A,A,A,B,B,A,C,D,D,D,B,C,B,D,B,A,B,D,C,B,C,B,B,D,A,C,D,High
1391,B,B,D,C,C,A,D,D,B,D,B,B,C,C,A,B,B,C,A,A,C,C,B,A,B,B,B,B,A,B,B,B,B,A,D,Moderate
1392,A,B,D,B,C,C,B,A,B,B,B,B,D,B,B,D,B,A,A,D,A,C,D,B,D,B,C,B,A,B,C,B,C,B,A,Moderate
1393,C,C,B,A,D,B,D,A,C,A,A,D,A,B,A,D,A,A,C,B,D,C,C,B,D,A,A,B,B,A,D,A,B,A,B,Moderate
1394,D,D,A,C,A,B,D,C,B,B,B,D,B,C,A,B,C,B,B,B,A,C,B,C,C,B,C,D,C,C,C,B,A,C,A,High
1395,B,B,B,A,D,A,A,C,C,C,A,B,C,C,A,B,C,C,C,C,A,A,C,C,B,B,C,D,C,A,A,B,A,D,A,Moderate
1396,D,B,B,A,D,A,B,D,C,A,B,D,B,B,B,B,A,B,D,D,C,C,C,D,D,B,A,B,A,D,B,B,D,B,C,High
1397,C,B,D,A,A,C,C,B,C,B,C,A,B,D,C,A,C,A,A,D,B,C,D,B,C,D,A,C,A,C,C,C,B,D,B,High
1398,A,C,B,B,D,C,A,B,A,A,D,B,B,C,B,D,B,B,A,D,D,C,B,B,B,C,B,A,A,A,D,B,C,A,B,Moderate
1399,A,C,B,A,C,B,B,A,A,D,B,D,C,A,D,B,C,C,C,B,D,A,D,D,B,B,D,D,C,B,A,A,A,C,C,High
1400,B,C,C,C,D,A,D,B,D,A,B,D,D,C,B,D,A,B,B,D,B,B,C,C,C,C,C,B,C,A,B,A,B,B,C,High
1401,A,B,D,C,C,A,B,D,C,D,A,D,B,C,B,B,B,C,B,B,B,D,D,B,C,B,A,C,B,B,C,B,D,C,B,High
1402,C,A,D,C,D,B,B,B,B,A,A,A,C,A,D,B,D,B,C,C,A,B,A,D,A,D,D,A,A,A,B,B,C,B,A,Moderate
1403,B,C,C,C,B,C,A,B,B,B,A,B,C,C,D,A,B,A,A,D,C,A,B,A,B,C,B,D,B,A,C,D,B,D,B,Moderate
1404,B,B,B,B,C,B,B,A,D,C,A,D,A,B,C,A,C,B,B,D,B,A,D,D,B,B,C,C,C,A,B,C,A,A,C,Moderate
1405,B,A,A,C,A,C,B,B,A,B,A,D,B,A,A,A,B,A,C,A,A,D,A,D,B,B,D,D,D,B,B,C,A,A,A,Moderate
1406,C,B,B,B,C,B,C,A,A,A,B,C,B,A,C,C,A,B,B,C,B,C,D,B,C,A,B,A,B,A,A,B,B,D,A,Moderate
1407,D,D,B,A,C,C,D,C,D,C,D,C,B,A,B,D,C,C,A,A,A,B,C,C,A,C,A,A,C,B,B,A,B,B,A,Moderate
1408,B,C,A,A,C,C,B,C,B,C,C,B,C,A,B,B,B,A,D,A,A,A,B,B,B,B,D,A,B,C,C,B,B,D,D,Moderate
1409,C,A,B,B,A,A,A,C,C,D,B,C,A,A,A,C,A,C,C,C,C,D,A,C,B,A,B,C,D,B,C,A,A,B,D,Moderate
1410,A,B,B,A,B,C,C,C,C,C,C,B,A,B,B,B,D,C,B,C,C,B,B,D,D,A,A,D,B,B,B,D,B,B,B,Moderate
1411,C,C,B,B,B,B,C,B,B,C,C,B,A,B,A,C,C,B,A,A,B,B,A,D,B,C,C,C,B,D,B,B,A,C,A,Moderate
1412,C,B,C,B,B,B,B,A,B,C,A,A,B,D,D,B,A,C,A,C,C,A,B,C,B,C,A,C,B,A,B,D,B,B,B,Moderate
1413,B,D,A,C,B,B,B,B,B,B,B,D,A,D,B,B,A,C,B,C,C,B,A,B,A,B,A,B,A,C,C,D,C,A,B,Moderate
1414,C,B,B,B,B,B,B,D,A,A,A,A,B,A,A,A,A,B,B,C,D,A,C,A,C,A,A,B,B,C,A,A,D,C,B,Low
1415,D,A,D,A,A,B,D,A,B,B,A,C,B,A,B,B,B,C,C,C,B,B,A,A,A,D,B,B,B,B,C,A,C,A,A,Moderate
1416,B,B,D,A,B,A,B,B,A,A,D,A,C,B,A,D,C,C,B,D,C,A,B,B,B,A,B,B,B,D,A,B,C,B,B,Moderate
1417,A,C,B,A,C,C,B,B,D,C,A,A,B,A,B,B,C,D,B,D,B,D,C,B,B,C,B,A,B,A,A,C,C,B,B,Moderate
1418,D,A,D,B,A,C,A,B,C,D,B,B,B,B,C,A,A,D,A,D,B,D,D,C,C,A,C,B,B,D,B,C,D,D,D,High
1419,A,D,B,A,C,B,B,D,C,B,B,A,A,D,B,A,C,B,B,B,B,A,C,C,B,C,B,C,D,B,A,C,B,C,A,Moderate
1420,B,A,B,B,D,B,A,A,C,A,A,C,B,A,B,B,C,A,C,A,A,B,B,A,B,D,A,B,C,B,D,C,C,B,B,Moderate
1421,A,B,D,C,C,D,D,A,C,A,C,B,B,B,A,D,D,A,D,A,B,D,D,C,C,B,D,B,C,C,A,A,B,B,A,High
1422,D,A,A,B,B,B,D,A,C,B,C,B,A,C,D,A,B,B,C,C,C,C,B,C,C,C,B,B,B,A,C,A,A,A,A,Moderate
1423,C,C,C,C,B,D,A,C,B,B,C,C,A,B,D,C,B,B,A,B,B,B,D,B,A,A,A,D,C,A,C,D,A,B,A,Moderate
1424,C,C,D,A,C,A,D,A,B,A,B,C,D,C,B,D,B,B,B,B,D,C,A,C,C,D,C,C,D,C,A,C,B,A,C,High
1425,A,A,C,B,C,B,C,B,C,A,C,D,C,B,D,A,C,B,B,B,C,A,B,A,A,A,B,C,D,D,C,A,B,B,C,Moderate
1426,B,C,B,A,C,D,D,A,B,C,B,B,A,A,A,B,C,B,D,B,D,C,A,B,B,A,C,B,A,C,B,A,A,D,C,Moderate
1427,A,B,B,D,D,A,B,B,C,B,C,D,C,C,D,A,B,D,C,A,D,C,A,B,C,A,B,C,C,A,A,B,D,B,C,High
1428,C,D,B,B,A,A,B,A,C,C,C,D,D,B,B,A,D,C,B,C,B,B,B,D,C,B,D,C,C,C,D,C,A,D,D,High
1429,C,B,D,C,B,B,D,C,D,B,B,B,D,A,C,B,C,B,A,C,B,B,A,A,D,A,B,C,A,D,B,B,B,B,B,Moderate
1430,C,B,C,B,A,B,D,D,B,B,B,C,A,A,A,B,C,C,B,D,A,C,A,A,D,A,B,A,B,B,B,B,B,C,B,Moderate
1431,A,A,B,B,B,B,C,B,B,C,D,C,C,A,B,B,C,B,B,B,B,B,D,D,A,B,B,B,C,A,B,A,C,D,C,Moderate
1432,A,B,B,B,A,C,B,D,C,D,B,C,A,A,B,B,A,B,B,C,C,A,A,D,B,D,B,B,D,D,B,A,D,B,B,Moderate
1433,C,B,A,A,A,B,C,C,C,B,D,B,B,B,C,B,C,B,D,D,B,B,A,B,A,A,C,A,A,B,A,D,D,A,B,Moderate
1434,A,A,C,C,D,C,C,C,C,C,A,A,B,B,A,B,A,A,B,C,B,B,B,D,A,B,B,B,B,B,A,B,A,C,B,Moderate
1435,D,B,C,C,B,B,A,B,A,B,A,A,B,B,D,A,D,C,C,A,A,B,A,C,D,B,B,B,C,B,C,A,B,B,C,Moderate
1436,B,A,A,A,B,A,A,B,C,B,B,D,D,B,D,B,D,C,C,B,B,A,A,B,B,D,C,C,C,B,C,C,A,B,B,Moderate
1437,A,D,B,A,B,B,C,C,A,C,A,C,C,A,B,B,C,A,D,B,C,B,B,D,C,A,A,B,A,D,D,C,C,B,B,Moderate
1438,B,D,B,B,D,C,A,A,B,A,D,B,B,C,C,D,B,B,A,B,C,C,C,A,D,A,D,D,B,B,A,B,B,D,C,High
1439,C,A,D,C,A,C,A,B,A,D,D,D,D,D,B,D,A,A,B,C,B,C,C,B,B,C,B,B,B,C,A,B,C,A,D,High
1440,C,B,A,C,C,B,C,B,C,A,D,B,C,B,D,B,B,B,A,C,C,A,B,C,B,B,C,C,C,A,C,C,C,C,D,High
1441,A,A,D,D,A,C,D,B,C,C,A,C,C,C,B,C,C,C,A,B,B,A,B,C,B,D,A,C,B,B,B,B,A,B,A,Moderate
1442,C,D,A,D,C,C,C,D,C,D,A,D,B,B,C,D,D,A,D,D,C,C,B,A,A,B,C,C,A,A,D,A,B,B,C,High
1443,A,B,C,A,C,C,C,C,B,B,C,A,D,C,B,B,C,A,C,A,B,C,C,C,C,C,A,A,D,D,A,D,B,A,C,Moderate
1444,A,A,B,A,A,A,A,D,C,B,D,B,D,A,D,A,B,B,A,C,C,A,B,C,C,C,A,C,C,C,C,D,B,C,A,Moderate
